N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,토론실
119,대한전선,"2,115",5,+0.24%,100,"26,321","1,244,473",1.55,"44,363,078",49.19,7.78
120,한화에어로스페이스,"50,800",800,-1.55%,"5,000","25,720","50,630",21.71,"149,547",10.18,9.21
121,OCI,"107,500","1,500",-1.38%,"5,000","25,638","23,849",15.46,"179,253",3.45,23.93
122,하이트진로,"36,050",750,-2.04%,"5,000","25,283","70,134",9.61,"158,538",32.22,6.62
123,대우건설,"6,060",110,-1.78%,"5,000","25,187","415,623",11.15,"935,457",5.20,16.47
124,BNK금융지주,"7,580",140,-1.81%,"5,000","24,706","325,935",39.55,"815,929",3.12,8.76
125,신세계,"249,500","6,500",-2.54%,"5,000","24,564","9,845",26.99,"53,872",8.01,8.54
126,만도,"51,900","2,700",-4.95%,"1,000","24,371","46,957",19.35,"304,371",14.58,9.31
127,후성,"25,750","1,800",+7.52%,500,"23,846","92,607",9.27,"15,797,918",105.53,9.61
128,CJ,"80,800","2,300",-2.77%,"5,000","23,575","29,177",17.48,"46,359",10.48,5.66
129,두산퓨얼셀,"35,800","1,150",-3.11%,100,"23,447","65,494",14.36,"345,964",291.06,1.69
130,KODEX 레버리지,"17,915",490,-2.66%,0,"22,528","125,750",2.51,"17,809,862",N/A,N/A
131,키움증권,"85,200","1,900",-2.18%,"5,000","22,339","26,220",24.55,"22,905",2.60,25.38
132,대우조선해양,"20,750",350,-1.66%,"5,000","22,263","107,291",3.83,"484,887",-1.31,-55.86
133,현대차우,"91,400",300,-0.33%,"5,000","22,262","24,357",57.15,"18,842",5.12,N/A
134,SK케미칼,"123,000","3,000",-2.38%,"5,000","21,674","17,621",18.63,"34,412",14.43,11.19
135,롯데정밀화학,"81,700","1,200",-1.45%,"5,000","21,079","25,800",19.97,"55,266",3.60,30.43
136,녹십자,"180,000","1,000",-0.55%,"5,000","21,036","11,687",22.49,"10,364",17.07,10.30
137,한화생명,"2,405",115,-4.56%,"5,000","20,888","868,530",7.17,"2,221,576",1.75,10.79
138,한화,"27,700",500,-1.77%,"5,000","20,764","74,959",15.65,"162,899",3.01,20.22
139,솔루스첨단소재,"67,600","1,600",+2.42%,100,"20,679","30,590",5.50,"199,821",282.85,4.00
140,씨에스윈드,"48,950",550,+1.14%,500,"20,643","42,171",10.70,"146,495",30.57,10.13
141,영원무역,"46,450","3,950",-7.84%,500,"20,583","44,311",28.55,"218,249",6.91,14.71
142,효성첨단소재,"458,000","8,000",-1.72%,"5,000","20,518","4,480",6.38,"13,436",7.76,54.69
143,현대로템,"17,950",350,-1.91%,"5,000","19,591","109,142",4.53,"235,119",29.47,5.01
144,TIGER 미국나스닥100,"68,015","2,950",-4.16%,0,"19,459","28,610",0.08,"375,595",N/A,N/A
145,LG화학우,"250,000","2,500",-0.99%,"5,000","19,222","7,689",70.72,"3,053",5.33,N/A
146,대웅제약,"165,000","2,500",-1.49%,"2,500","19,118","11,587",7.57,"12,853",77.54,4.39
147,KODEX 단기채권PLUS,"103,885",0,0.00%,0,"19,116","18,401",0.01,"212,283",N/A,N/A
148,LS,"59,200",200,-0.34%,"5,000","19,062","32,200",12.69,"48,978",6.86,8.15
149,DL이앤씨,"49,050","1,050",-2.10%,"5,000","18,979","38,694",20.49,"267,893",3.62,N/A
150,KODEX 200선물인버스2X,"2,730",75,+2.82%,0,"18,821","689,400",4.96,"165,359,441",N/A,N/A
151,휠라홀딩스,"30,450","1,100",-3.49%,"1,000","18,499","60,752",38.14,"298,455",8.18,16.20
152,TIGER 단기통안채,"100,865",15,+0.01%,0,"17,920","17,766",0.66,"468,773",N/A,N/A
153,코오롱인더,"65,000","2,600",-3.85%,"5,000","17,887","27,519",18.42,"222,645",10.26,8.20
154,TIGER 200,"34,485",450,-1.29%,0,"17,794","51,600",0.00,"375,218",N/A,N/A
155,현대백화점,"75,600","2,500",-3.20%,"5,000","17,692","23,402",19.25,"48,296",9.34,4.36
156,현대위아,"63,900","2,600",-3.91%,"5,000","17,378","27,195",7.03,"166,596",27.88,1.96
157,효성,"81,900",700,-0.85%,"5,000","17,257","21,071",6.48,"12,727",3.94,18.04
158,JB금융지주,"8,710",110,-1.25%,"5,000","17,157","196,983",27.94,"224,289",3.39,12.80
159,KG스틸,"17,000",250,-1.45%,"5,000","17,002","100,009",0.88,"3,398,013",8.91,17.99
160,롯데칠성,"183,000",500,+0.27%,500,"16,980","9,279",10.71,"19,900",11.71,9.96
161,농심,"273,500",500,-0.18%,"5,000","16,636","6,083",12.40,"14,699",16.66,4.73
162,대웅,"28,550",650,-2.23%,500,"16,600","58,142",4.56,"19,324",21.07,11.13
163,대덕전자,"33,250",200,+0.61%,500,"16,431","49,417",17.37,"1,162,341",27.17,9.55
164,동원시스템즈,"55,900","1,100",-1.93%,"5,000","16,316","29,188",13.03,"14,936",37.74,6.95
165,LIG넥스원,"73,900",200,-0.27%,"5,000","16,258","22,000",9.83,"154,615",12.81,14.63
166,코스모신소재,"53,300","1,400",+2.70%,"1,000","16,036","30,087",7.71,"1,357,379",76.36,9.42
167,한샘,"67,800","1,200",-1.74%,"1,000","15,956","23,534",14.10,"33,049",28.52,9.10
168,동국제강,"16,700",950,-5.38%,"5,000","15,937","95,433",21.47,"677,122",2.89,23.41
169,한전KPS,"35,300",900,-2.49%,200,"15,885","45,000",5.42,"194,259",16.10,9.12
170,오뚜기,"428,000","15,000",-3.39%,"5,000","15,716","3,672",12.19,"4,736",12.14,8.91
171,TIGER 미국S&P500,"12,575",420,-3.23%,0,"15,587","123,950",0.39,"3,943,834",N/A,N/A
172,효성티앤씨,"358,500","12,000",-3.24%,"5,000","15,515","4,328",9.94,"22,370",2.01,76.22
173,일진하이솔루스,"41,850",750,-1.76%,500,"15,197","36,313",2.33,"89,154",147.36,4.97
174,신풍제약,"27,900",700,-2.45%,500,"14,783","52,985",5.87,"127,470",-132.86,-3.19
175,한미반도체,"14,850",200,-1.33%,100,"14,690","98,920",5.67,"247,943",14.17,34.59
176,LX인터내셔널,"37,800",450,-1.18%,"5,000","14,651","38,760",24.00,"153,766",3.31,22.49
